OrderID,OrderDate,CustomerID,Region,Category,SubCategory,Sales,Profit,Discount
ORD-20250304,2025-04-02,CUST-263,West,Furniture,Chairs,693.02,-47.38,0.1
ORD-20250305,2025-04-03,CUST-265,East,Technology,Laptops,275.24,15.92,0.05
ORD-20250306,2025-04-03,CUST-203,East,Office Supplies,Paper,52.73,12.9,0.1
ORD-20250307,2025-04-03,CUST-183,East,Office Supplies,Binders,846.04,-82.07,0.1
ORD-20250308,2025-04-04,CUST-211,West,Technology,Printers,1698.65,155.98,0.1
ORD-20250309,2025-04-04,CUST-198,East,Furniture,Furnishings,596.4,22.83,0.0
ORD-20250310,2025-04-04,CUST-252,Central,Office Supplies,Binders,1196.83,-93.3,0.05
ORD-20250311,2025-04-05,CUST-192,West,Office Supplies,Binders,1180.98,105.22,0.2
ORD-20250312,2025-04-05,CUST-245,East,Furniture,Bookcases,466.92,3.27,0.0
ORD-20250313,2025-04-05,CUST-227,South,Office Supplies,Storage,1177.76,56.29,0.0
ORD-20250314,2025-04-06,CUST-209,West,Office Supplies,Storage,397.95,78.14,0.05
ORD-20250315,2025-04-06,CUST-181,East,Office Supplies,Appliances,237.17,28.24,0.15
ORD-20250316,2025-04-06,CUST-293,Central,Technology,Accessories,1268.46,-60.44,0.0
ORD-20250317,2025-04-06,CUST-153,East,Furniture,Chairs,221.92,67.42,0.0
ORD-20250318,2025-04-07,CUST-262,Central,Office Supplies,Paper,1794.5,299.83,0.0
ORD-20250319,2025-04-07,CUST-288,Central,Technology,Accessories,346.55,76.82,0.1
ORD-20250320,2025-04-07,CUST-268,West,Office Supplies,Paper,1077.57,-71.91,0.0
ORD-20250321,2025-04-08,CUST-260,Central,Technology,Printers,752.25,-60.36,0.0
ORD-20250322,2025-04-08,CUST-167,West,Technology,Phones,244.97,-22.5,0.05
ORD-20250323,2025-04-08,CUST-132,West,Furniture,Furnishings,69.56,-1.44,0.15
ORD-20250324,2025-04-09,CUST-241,East,Technology,Laptops,1128.46,83.56,0.05
ORD-20250325,2025-04-09,CUST-120,East,Office Supplies,Binders,1456.03,426.69,0.0
ORD-20250326,2025-04-09,CUST-147,South,Office Supplies,Binders,1518.79,139.68,0.05
ORD-20250327,2025-04-09,CUST-247,West,Office Supplies,Binders,879.23,19.26,0.2
ORD-20250328,2025-04-10,CUST-227,West,Furniture,Chairs,1403.87,190.94,0.1
ORD-20250329,2025-04-10,CUST-235,West,Technology,Accessories,1217.67,-64.52,0.2
ORD-20250330,2025-04-10,CUST-234,West,Furniture,Chairs,1309.17,204.22,0.15
ORD-20250331,2025-04-11,CUST-294,East,Furniture,Furnishings,896.83,124.43,0.0
ORD-20250332,2025-04-11,CUST-244,West,Furniture,Chairs,1147.47,266.94,0.1
ORD-20250333,2025-04-11,CUST-227,Central,Technology,Phones,1453.84,457.1,0.0
ORD-20250334,2025-04-12,CUST-132,East,Furniture,Furnishings,728.23,3.91,0.05
ORD-20250335,2025-04-12,CUST-275,East,Furniture,Tables,1454.64,165.91,0.0
ORD-20250336,2025-04-12,CUST-286,East,Office Supplies,Binders,1073.79,302.51,0.0
ORD-20250337,2025-04-13,CUST-214,West,Office Supplies,Binders,315.3,72.45,0.2
ORD-20250338,2025-04-13,CUST-218,South,Furniture,Bookcases,63.94,6.7,0.0
ORD-20250339,2025-04-13,CUST-121,East,Furniture,Furnishings,665.7,197.75,0.15
ORD-20250340,2025-04-13,CUST-257,East,Office Supplies,Appliances,993.12,-75.44,0.0
ORD-20250341,2025-04-14,CUST-137,West,Technology,Phones,1514.88,440.86,0.0
ORD-20250342,2025-04-14,CUST-208,Central,Office Supplies,Storage,246.92,-19.45,0.15
ORD-20250343,2025-04-14,CUST-150,Central,Office Supplies,Binders,1444.37,187.58,0.1
ORD-20250344,2025-04-15,CUST-281,West,Furniture,Bookcases,1556.16,426.36,0.1
ORD-20250345,2025-04-15,CUST-107,Central,Furniture,Furnishings,288.22,2.98,0.0
ORD-20250346,2025-04-15,CUST-126,Central,Technology,Printers,1535.84,151.04,0.05
ORD-20250347,2025-04-16,CUST-126,South,Furniture,Chairs,1784.79,64.64,0.1
ORD-20250348,2025-04-16,CUST-120,Central,Technology,Phones,1313.77,394.0,0.1
ORD-20250349,2025-04-16,CUST-129,East,Office Supplies,Appliances,1416.89,348.46,0.05
ORD-20250350,2025-04-16,CUST-196,East,Technology,Laptops,1790.06,354.04,0.2
ORD-20250351,2025-04-17,CUST-127,East,Technology,Laptops,1097.76,161.15,0.1
ORD-20250352,2025-04-17,CUST-210,West,Office Supplies,Storage,568.04,138.97,0.2
ORD-20250353,2025-04-17,CUST-291,South,Office Supplies,Appliances,1510.8,97.83,0.1
ORD-20250354,2025-04-18,CUST-296,West,Technology,Printers,1113.78,97.98,0.1
ORD-20250355,2025-04-18,CUST-160,East,Technology,Laptops,1054.53,217.87,0.0
ORD-20250356,2025-04-18,CUST-147,Central,Technology,Laptops,471.47,23.69,0.0
ORD-20250357,2025-04-19,CUST-246,West,Office Supplies,Appliances,1366.27,-99.96,0.15
ORD-20250358,2025-04-19,CUST-103,East,Technology,Phones,165.37,-11.37,0.0
ORD-20250359,2025-04-19,CUST-134,West,Furniture,Furnishings,1665.23,-85.84,0.0
ORD-20250360,2025-04-19,CUST-291,West,Office Supplies,Appliances,599.97,159.15,0.0
ORD-20250361,2025-04-20,CUST-148,Central,Technology,Laptops,247.44,24.33,0.0
ORD-20250362,2025-04-20,CUST-116,East,Office Supplies,Binders,807.41,161.01,0.2
ORD-20250363,2025-04-20,CUST-271,East,Office Supplies,Paper,95.6,6.22,0.15
ORD-20250364,2025-04-21,CUST-257,West,Technology,Phones,1238.63,10.72,0.05
ORD-20250365,2025-04-21,CUST-145,East,Office Supplies,Storage,1626.82,74.54,0.0
ORD-20250366,2025-04-21,CUST-216,Central,Furniture,Furnishings,1510.33,352.75,0.1
ORD-20250367,2025-04-22,CUST-105,West,Office Supplies,Binders,246.72,40.11,0.1
ORD-20250368,2025-04-22,CUST-198,West,Furniture,Chairs,244.76,71.91,0.2
ORD-20250369,2025-04-22,CUST-223,South,Office Supplies,Storage,1467.91,272.26,0.05
ORD-20250370,2025-04-23,CUST-136,Central,Furniture,Bookcases,1665.17,232.25,0.0
ORD-20250371,2025-04-23,CUST-123,East,Office Supplies,Binders,839.99,131.28,0.05
ORD-20250372,2025-04-23,CUST-192,West,Office Supplies,Binders,908.17,268.63,0.2
ORD-20250373,2025-04-23,CUST-145,Central,Furniture,Bookcases,586.51,135.51,0.1
ORD-20250374,2025-04-24,CUST-280,Central,Office Supplies,Paper,1611.79,-144.9,0.1
ORD-20250375,2025-04-24,CUST-194,East,Technology,Accessories,1167.93,145.22,0.0
ORD-20250376,2025-04-24,CUST-198,South,Technology,Printers,533.09,100.81,0.1
ORD-20250377,2025-04-25,CUST-287,West,Technology,Printers,551.83,118.34,0.1
ORD-20250378,2025-04-25,CUST-215,East,Technology,Laptops,1606.34,-16.83,0.0
ORD-20250379,2025-04-25,CUST-290,East,Technology,Phones,44.27,11.7,0.05
ORD-20250380,2025-04-26,CUST-259,East,Office Supplies,Paper,594.45,179.2,0.0
ORD-20250381,2025-04-26,CUST-260,Central,Technology,Printers,1006.75,-0.58,0.0
ORD-20250382,2025-04-26,CUST-166,East,Office Supplies,Storage,283.83,76.83,0.0
ORD-20250383,2025-04-26,CUST-227,East,Technology,Laptops,183.94,-10.9,0.0
ORD-20250384,2025-04-27,CUST-117,South,Office Supplies,Storage,1471.19,-112.7,0.05
ORD-20250385,2025-04-27,CUST-124,West,Office Supplies,Storage,1612.04,-73.71,0.0
ORD-20250386,2025-04-27,CUST-153,East,Furniture,Bookcases,1486.02,-112.56,0.0
ORD-20250387,2025-04-28,CUST-157,East,Office Supplies,Paper,1619.84,412.91,0.15
ORD-20250388,2025-04-28,CUST-166,East,Technology,Printers,1004.54,-75.54,0.05
ORD-20250389,2025-04-28,CUST-203,East,Office Supplies,Paper,1465.82,20.67,0.1
ORD-20250390,2025-04-29,CUST-273,Central,Technology,Printers,703.6,-39.7,0.05
ORD-20250391,2025-04-29,CUST-123,East,Office Supplies,Binders,1205.96,29.04,0.1
ORD-20250392,2025-04-29,CUST-213,East,Technology,Laptops,1780.13,-110.31,0.0
ORD-20250393,2025-04-30,CUST-131,Central,Furniture,Bookcases,421.8,76.16,0.15
ORD-20250394,2025-04-30,CUST-274,Central,Office Supplies,Appliances,714.02,-31.42,0.0
ORD-20250395,2025-04-30,CUST-185,West,Technology,Printers,874.48,225.42,0.1
ORD-20250396,2025-04-30,CUST-250,West,Technology,Printers,265.67,64.62,0.0
ORD-20250397,2025-05-01,CUST-293,West,Technology,Accessories,164.25,-15.48,0.1
ORD-20250398,2025-05-01,CUST-226,West,Technology,Accessories,1496.91,413.45,0.05
ORD-20250399,2025-05-01,CUST-254,West,Furniture,Tables,1758.69,-154.49,0.05
ORD-20250400,2025-05-02,CUST-229,West,Technology,Phones,740.41,0.48,0.0
ORD-20250401,2025-05-02,CUST-116,South,Furniture,Furnishings,176.02,-15.21,0.1
ORD-20250402,2025-05-02,CUST-203,East,Technology,Printers,137.14,5.63,0.2
ORD-20250403,2025-05-03,CUST-260,Central,Office Supplies,Paper,1606.55,186.08,0.15
ORD-20250404,2025-05-03,CUST-236,East,Technology,Printers,845.59,198.37,0.0
ORD-20250405,2025-05-03,CUST-142,Central,Technology,Accessories,589.65,24.74,0.0
ORD-20250406,2025-05-03,CUST-275,Central,Technology,Accessories,868.1,170.41,0.2
ORD-20250407,2025-05-04,CUST-138,Central,Furniture,Furnishings,586.58,-12.46,0.05
ORD-20250408,2025-05-04,CUST-269,East,Office Supplies,Storage,890.48,191.68,0.1
ORD-20250409,2025-05-04,CUST-125,West,Furniture,Bookcases,1550.01,-1.37,0.2
ORD-20250410,2025-05-05,CUST-198,West,Technology,Printers,1074.3,-42.66,0.15
ORD-20250411,2025-05-05,CUST-149,Central,Office Supplies,Binders,1256.48,-27.8,0.05
ORD-20250412,2025-05-05,CUST-252,West,Office Supplies,Paper,669.11,-15.75,0.05
ORD-20250413,2025-05-06,CUST-251,West,Technology,Accessories,1334.54,154.01,0.0
ORD-20250414,2025-05-06,CUST-112,West,Office Supplies,Binders,1206.58,307.45,0.1
ORD-20250415,2025-05-06,CUST-159,West,Office Supplies,Storage,232.82,-15.5,0.0
ORD-20250416,2025-05-06,CUST-234,West,Technology,Accessories,1039.3,204.66,0.0
ORD-20250417,2025-05-07,CUST-156,East,Office Supplies,Paper,477.0,83.39,0.0
ORD-20250418,2025-05-07,CUST-135,South,Office Supplies,Storage,1451.29,386.71,0.0
ORD-20250419,2025-05-07,CUST-272,Central,Furniture,Chairs,778.17,1.98,0.1
ORD-20250420,2025-05-08,CUST-119,South,Technology,Phones,1790.54,159.44,0.1
ORD-20250421,2025-05-08,CUST-164,East,Technology,Phones,184.65,53.34,0.05
ORD-20250422,2025-05-08,CUST-107,South,Office Supplies,Binders,1409.02,249.67,0.0
ORD-20250423,2025-05-09,CUST-243,Central,Office Supplies,Appliances,1219.19,77.15,0.2
ORD-20250424,2025-05-09,CUST-241,Central,Office Supplies,Binders,1386.15,-62.11,0.0
ORD-20250425,2025-05-09,CUST-214,Central,Furniture,Furnishings,567.4,5.81,0.1
ORD-20250426,2025-05-10,CUST-242,West,Furniture,Furnishings,895.86,129.1,0.2
ORD-20250427,2025-05-10,CUST-191,Central,Furniture,Chairs,1437.79,289.9,0.05
ORD-20250428,2025-05-10,CUST-197,West,Furniture,Bookcases,433.92,-20.72,0.05
ORD-20250429,2025-05-10,CUST-165,East,Technology,Phones,422.34,64.12,0.2
ORD-20250430,2025-05-11,CUST-131,West,Office Supplies,Storage,1000.87,131.26,0.0
ORD-20250431,2025-05-11,CUST-290,South,Furniture,Furnishings,951.94,110.29,0.05
ORD-20250432,2025-05-11,CUST-185,South,Office Supplies,Paper,522.43,99.18,0.05
ORD-20250433,2025-05-12,CUST-150,South,Technology,Accessories,550.57,138.59,0.0
ORD-20250434,2025-05-12,CUST-252,Central,Technology,Laptops,514.56,18.35,0.15
ORD-20250435,2025-05-12,CUST-285,East,Technology,Accessories,1393.29,380.9,0.15
ORD-20250436,2025-05-13,CUST-162,East,Furniture,Chairs,1180.38,-38.4,0.1
ORD-20250437,2025-05-13,CUST-289,East,Office Supplies,Binders,1501.7,-41.04,0.0
ORD-20250438,2025-05-13,CUST-224,East,Technology,Accessories,1756.34,21.15,0.0
ORD-20250439,2025-05-13,CUST-249,West,Office Supplies,Storage,864.01,-43.03,0.1
ORD-20250440,2025-05-14,CUST-157,East,Furniture,Bookcases,138.72,-0.45,0.0
ORD-20250441,2025-05-14,CUST-157,West,Office Supplies,Storage,105.6,-5.84,0.1
ORD-20250442,2025-05-14,CUST-185,South,Technology,Accessories,546.28,133.91,0.05
ORD-20250443,2025-05-15,CUST-148,West,Office Supplies,Binders,1679.93,-69.94,0.1
ORD-20250444,2025-05-15,CUST-279,South,Office Supplies,Appliances,951.32,203.45,0.05
ORD-20250445,2025-05-15,CUST-269,Central,Technology,Laptops,503.78,-40.24,0.05
ORD-20250446,2025-05-16,CUST-169,East,Technology,Laptops,730.52,217.97,0.0
ORD-20250447,2025-05-16,CUST-114,West,Office Supplies,Binders,1085.5,215.67,0.0
ORD-20250448,2025-05-16,CUST-153,East,Office Supplies,Appliances,1182.25,-114.85,0.05
ORD-20250449,2025-05-17,CUST-287,West,Technology,Phones,293.98,64.92,0.1
ORD-20250450,2025-05-17,CUST-200,Central,Office Supplies,Appliances,1759.12,203.91,0.1
ORD-20250451,2025-05-17,CUST-107,East,Office Supplies,Binders,989.69,224.99,0.1
ORD-20250452,2025-05-17,CUST-152,East,Office Supplies,Storage,261.53,31.24,0.2
ORD-20250453,2025-05-18,CUST-159,West,Office Supplies,Storage,1610.67,272.57,0.0
ORD-20250454,2025-05-18,CUST-207,South,Office Supplies,Binders,152.86,35.2,0.0
ORD-20250455,2025-05-18,CUST-104,Central,Furniture,Bookcases,1635.77,114.74,0.0
ORD-20250456,2025-05-19,CUST-202,Central,Technology,Laptops,1793.89,-177.35,0.1
ORD-20250457,2025-05-19,CUST-295,East,Technology,Accessories,1266.77,325.53,0.05
ORD-20250458,2025-05-19,CUST-105,Central,Office Supplies,Appliances,1391.4,83.45,0.15
ORD-20250459,2025-05-20,CUST-208,Central,Office Supplies,Paper,620.4,67.21,0.05
ORD-20250460,2025-05-20,CUST-215,Central,Technology,Phones,1696.01,-164.07,0.2
ORD-20250461,2025-05-20,CUST-193,South,Office Supplies,Appliances,962.89,102.72,0.2
ORD-20250462,2025-05-20,CUST-146,West,Office Supplies,Appliances,1323.65,416.06,0.0
ORD-20250463,2025-05-21,CUST-198,South,Furniture,Tables,1664.91,28.09,0.05
ORD-20250464,2025-05-21,CUST-154,South,Furniture,Tables,1755.82,116.02,0.1
ORD-20250465,2025-05-21,CUST-267,East,Furniture,Tables,1503.1,283.51,0.0
ORD-20250466,2025-05-22,CUST-151,West,Technology,Accessories,559.37,135.49,0.05
ORD-20250467,2025-05-22,CUST-243,South,Technology,Laptops,1740.45,131.06,0.1
ORD-20250468,2025-05-22,CUST-112,East,Technology,Printers,1138.05,34.21,0.0
ORD-20250469,2025-05-23,CUST-213,West,Technology,Phones,1676.54,492.71,0.1
ORD-20250470,2025-05-23,CUST-223,South,Furniture,Bookcases,1223.47,225.61,0.1
ORD-20250471,2025-05-23,CUST-205,West,Furniture,Tables,566.89,-28.35,0.0
ORD-20250472,2025-05-23,CUST-257,East,Technology,Accessories,678.64,-48.22,0.05
ORD-20250473,2025-05-24,CUST-246,West,Office Supplies,Storage,999.84,103.07,0.0
ORD-20250474,2025-05-24,CUST-244,East,Technology,Laptops,1426.23,-10.79,0.1
ORD-20250475,2025-05-24,CUST-219,West,Office Supplies,Storage,586.01,3.91,0.0
ORD-20250476,2025-05-25,CUST-162,East,Office Supplies,Paper,1051.92,282.58,0.15
ORD-20250477,2025-05-25,CUST-118,Central,Technology,Printers,635.21,-39.63,0.05
ORD-20250478,2025-05-25,CUST-191,West,Furniture,Furnishings,1472.07,295.08,0.0
ORD-20250479,2025-05-26,CUST-157,Central,Technology,Phones,850.78,11.81,0.05
ORD-20250480,2025-05-26,CUST-282,Central,Furniture,Bookcases,156.57,34.34,0.05
ORD-20250481,2025-05-26,CUST-189,West,Furniture,Tables,315.57,64.19,0.05
ORD-20250482,2025-05-27,CUST-216,Central,Technology,Accessories,128.77,-12.48,0.05
ORD-20250483,2025-05-27,CUST-161,East,Furniture,Chairs,908.76,103.45,0.05
ORD-20250484,2025-05-27,CUST-122,West,Technology,Accessories,209.28,-8.68,0.0
ORD-20250485,2025-05-27,CUST-226,East,Technology,Printers,223.17,58.88,0.0
ORD-20250486,2025-05-28,CUST-236,South,Office Supplies,Storage,1695.07,451.0,0.1
ORD-20250487,2025-05-28,CUST-239,East,Technology,Phones,1573.33,119.11,0.05
ORD-20250488,2025-05-28,CUST-228,West,Furniture,Furnishings,824.71,71.46,0.0
ORD-20250489,2025-05-29,CUST-157,Central,Furniture,Bookcases,1774.73,48.59,0.15
ORD-20250490,2025-05-29,CUST-221,West,Office Supplies,Storage,20.33,4.09,0.0
ORD-20250491,2025-05-29,CUST-100,East,Technology,Printers,1112.88,56.35,0.1
ORD-20250492,2025-05-30,CUST-133,West,Furniture,Tables,1117.24,13.94,0.0
ORD-20250493,2025-05-30,CUST-195,Central,Office Supplies,Appliances,834.25,68.02,0.0
ORD-20250494,2025-05-30,CUST-225,Central,Furniture,Tables,726.57,-44.74,0.2
ORD-20250495,2025-05-30,CUST-217,West,Office Supplies,Paper,830.58,177.39,0.0
ORD-20250496,2025-05-31,CUST-147,West,Office Supplies,Paper,758.63,-71.85,0.1
ORD-20250497,2025-05-31,CUST-188,West,Office Supplies,Appliances,1320.28,225.35,0.0
ORD-20250498,2025-05-31,CUST-216,Central,Office Supplies,Appliances,260.93,-6.05,0.1
ORD-20250499,2025-06-01,CUST-228,West,Office Supplies,Paper,371.8,-0.89,0.15
ORD-20250500,2025-06-01,CUST-115,West,Office Supplies,Binders,341.32,56.99,0.0
ORD-20250501,2025-06-01,CUST-288,East,Office Supplies,Paper,487.2,154.46,0.15
ORD-20250502,2025-06-02,CUST-291,East,Office Supplies,Appliances,954.96,216.43,0.05
ORD-20250503,2025-06-02,CUST-290,East,Technology,Phones,217.95,-1.12,0.1
ORD-20250504,2025-06-02,CUST-168,East,Technology,Printers,1565.34,-40.81,0.05
ORD-20250505,2025-06-03,CUST-121,West,Furniture,Furnishings,549.3,144.92,0.15
ORD-20250506,2025-06-03,CUST-192,Central,Technology,Phones,309.32,26.77,0.0
ORD-20250507,2025-06-03,CUST-294,East,Furniture,Tables,1222.61,-51.88,0.0
ORD-20250508,2025-06-03,CUST-175,South,Technology,Accessories,87.79,23.01,0.15
ORD-20250509,2025-06-04,CUST-253,East,Technology,Phones,1123.54,272.75,0.1
ORD-20250510,2025-06-04,CUST-243,Central,Office Supplies,Storage,1262.79,395.56,0.0
ORD-20250511,2025-06-04,CUST-278,Central,Office Supplies,Paper,402.55,113.56,0.05
ORD-20250512,2025-06-05,CUST-185,West,Technology,Accessories,94.7,24.41,0.05
ORD-20250513,2025-06-05,CUST-284,East,Furniture,Tables,667.29,-51.99,0.05
ORD-20250514,2025-06-05,CUST-128,Central,Office Supplies,Binders,195.5,-10.98,0.0
ORD-20250515,2025-06-06,CUST-168,West,Technology,Phones,227.33,31.59,0.1
ORD-20250516,2025-06-06,CUST-146,South,Office Supplies,Appliances,472.58,58.23,0.0
ORD-20250517,2025-06-06,CUST-193,West,Furniture,Bookcases,545.93,50.41,0.1
ORD-20250518,2025-06-06,CUST-289,South,Technology,Printers,963.35,64.21,0.15
ORD-20250519,2025-06-07,CUST-296,East,Office Supplies,Appliances,1227.54,99.56,0.05
ORD-20250520,2025-06-07,CUST-243,Central,Technology,Printers,1075.13,149.56,0.0
ORD-20250521,2025-06-07,CUST-275,Central,Office Supplies,Binders,284.08,-28.16,0.0
ORD-20250522,2025-06-08,CUST-184,Central,Office Supplies,Paper,326.31,3.1,0.05
ORD-20250523,2025-06-08,CUST-138,East,Technology,Phones,1584.21,186.43,0.1
ORD-20250524,2025-06-08,CUST-199,Central,Office Supplies,Binders,1013.87,206.15,0.0
ORD-20250525,2025-06-09,CUST-132,West,Office Supplies,Binders,1568.49,-42.12,0.1
ORD-20250526,2025-06-09,CUST-200,Central,Technology,Phones,681.35,88.36,0.0
ORD-20250527,2025-06-09,CUST-122,West,Office Supplies,Appliances,1113.63,222.81,0.0
ORD-20250528,2025-06-09,CUST-109,South,Furniture,Bookcases,952.12,82.59,0.0
ORD-20250529,2025-06-10,CUST-168,East,Furniture,Bookcases,588.04,-52.12,0.0
ORD-20250530,2025-06-10,CUST-199,Central,Furniture,Bookcases,856.45,75.96,0.0
ORD-20250531,2025-06-10,CUST-133,South,Technology,Printers,914.43,22.41,0.05
ORD-20250532,2025-06-11,CUST-279,Central,Office Supplies,Paper,377.37,109.61,0.15
ORD-20250533,2025-06-11,CUST-237,West,Office Supplies,Binders,580.72,-27.68,0.1
ORD-20250534,2025-06-11,CUST-246,West,Furniture,Chairs,1428.71,248.65,0.0
ORD-20250535,2025-06-12,CUST-285,South,Office Supplies,Appliances,1650.1,-128.47,0.0
ORD-20250536,2025-06-12,CUST-195,East,Furniture,Tables,660.43,57.72,0.0
ORD-20250537,2025-06-12,CUST-100,West,Furniture,Furnishings,566.41,75.15,0.0
ORD-20250538,2025-06-13,CUST-168,Central,Office Supplies,Storage,367.45,9.24,0.05
ORD-20250539,2025-06-13,CUST-103,Central,Furniture,Bookcases,1227.71,111.88,0.05
ORD-20250540,2025-06-13,CUST-115,East,Furniture,Furnishings,595.12,-18.63,0.0
ORD-20250541,2025-06-13,CUST-123,Central,Office Supplies,Binders,1778.19,49.31,0.0
ORD-20250542,2025-06-14,CUST-179,Central,Furniture,Tables,599.72,96.47,0.0
ORD-20250543,2025-06-14,CUST-101,East,Technology,Phones,721.56,19.31,0.0
ORD-20250544,2025-06-14,CUST-227,South,Technology,Accessories,1093.93,303.99,0.1
ORD-20250545,2025-06-15,CUST-259,East,Furniture,Chairs,1447.0,237.21,0.0
ORD-20250546,2025-06-15,CUST-183,West,Office Supplies,Paper,855.74,72.08,0.05
ORD-20250547,2025-06-15,CUST-251,East,Furniture,Furnishings,772.33,-64.66,0.05
ORD-20250548,2025-06-16,CUST-239,East,Office Supplies,Appliances,1792.24,196.81,0.15
ORD-20250549,2025-06-16,CUST-277,South,Furniture,Chairs,38.68,8.56,0.15
ORD-20250550,2025-06-16,CUST-262,West,Furniture,Bookcases,1613.22,18.61,0.1
ORD-20250551,2025-06-16,CUST-223,West,Technology,Printers,285.47,68.18,0.0
ORD-20250552,2025-06-17,CUST-132,East,Furniture,Chairs,1418.95,8.17,0.05
ORD-20250553,2025-06-17,CUST-260,West,Office Supplies,Paper,1119.92,275.47,0.1
ORD-20250554,2025-06-17,CUST-288,West,Office Supplies,Paper,628.49,-40.34,0.0
ORD-20250555,2025-06-18,CUST-278,West,Furniture,Chairs,1575.5,415.61,0.05
ORD-20250556,2025-06-18,CUST-270,West,Technology,Phones,42.97,4.71,0.15
ORD-20250557,2025-06-18,CUST-200,South,Technology,Phones,423.51,10.4,0.05
ORD-20250558,2025-06-19,CUST-111,West,Technology,Printers,1029.07,11.68,0.0
ORD-20250559,2025-06-19,CUST-166,West,Office Supplies,Storage,645.75,52.59,0.0
ORD-20250560,2025-06-19,CUST-164,East,Technology,Phones,1106.47,353.63,0.05
ORD-20250561,2025-06-20,CUST-260,Central,Furniture,Tables,62.92,-0.47,0.0
ORD-20250562,2025-06-20,CUST-267,West,Furniture,Furnishings,227.3,-12.88,0.1
ORD-20250563,2025-06-20,CUST-173,West,Technology,Printers,246.23,35.88,0.1
ORD-20250564,2025-06-20,CUST-142,East,Furniture,Chairs,356.92,37.54,0.0
ORD-20250565,2025-06-21,CUST-143,South,Technology,Printers,837.61,100.65,0.15
ORD-20250566,2025-06-21,CUST-128,East,Furniture,Chairs,1358.79,244.74,0.05
ORD-20250567,2025-06-21,CUST-240,Central,Technology,Accessories,1631.86,19.91,0.0
ORD-20250568,2025-06-22,CUST-111,West,Office Supplies,Storage,1506.96,425.69,0.1
ORD-20250569,2025-06-22,CUST-194,East,Technology,Printers,370.46,30.74,0.1
ORD-20250570,2025-06-22,CUST-145,Central,Office Supplies,Appliances,805.25,-36.87,0.1
ORD-20250571,2025-06-23,CUST-229,West,Furniture,Tables,374.95,79.4,0.15
ORD-20250572,2025-06-23,CUST-134,South,Office Supplies,Appliances,490.76,83.48,0.1
ORD-20250573,2025-06-23,CUST-180,South,Furniture,Tables,916.31,29.88,0.15
ORD-20250574,2025-06-23,CUST-189,South,Office Supplies,Storage,141.23,22.74,0.05
ORD-20250575,2025-06-24,CUST-107,East,Office Supplies,Storage,408.35,-3.13,0.1
ORD-20250576,2025-06-24,CUST-192,Central,Furniture,Chairs,1684.97,146.31,0.2
ORD-20250577,2025-06-24,CUST-253,West,Furniture,Bookcases,849.69,236.0,0.1
ORD-20250578,2025-06-25,CUST-189,South,Furniture,Tables,812.79,-35.69,0.0
ORD-20250579,2025-06-25,CUST-261,Central,Furniture,Furnishings,45.93,2.87,0.05
ORD-20250580,2025-06-25,CUST-214,Central,Technology,Phones,460.37,112.74,0.05
ORD-20250581,2025-06-26,CUST-204,West,Furniture,Tables,1562.0,479.82,0.0
ORD-20250582,2025-06-26,CUST-234,West,Furniture,Furnishings,313.04,28.38,0.2
ORD-20250583,2025-06-26,CUST-295,East,Furniture,Chairs,758.92,85.71,0.0
ORD-20250584,2025-06-26,CUST-157,Central,Office Supplies,Storage,45.51,6.39,0.0
ORD-20250585,2025-06-27,CUST-213,West,Office Supplies,Binders,871.44,254.1,0.2
ORD-20250586,2025-06-27,CUST-174,West,Office Supplies,Appliances,57.42,14.95,0.05
ORD-20250587,2025-06-27,CUST-256,Central,Technology,Phones,1478.91,-41.92,0.0
ORD-20250588,2025-06-28,CUST-219,West,Furniture,Chairs,1488.24,124.18,0.05
ORD-20250589,2025-06-28,CUST-263,East,Furniture,Bookcases,1422.18,134.94,0.1
ORD-20250590,2025-06-28,CUST-120,West,Furniture,Furnishings,524.39,121.35,0.0
ORD-20250591,2025-06-29,CUST-263,West,Office Supplies,Storage,1510.28,231.4,0.2
ORD-20250592,2025-06-29,CUST-237,West,Technology,Accessories,986.54,172.42,0.05
ORD-20250593,2025-06-29,CUST-200,East,Office Supplies,Appliances,685.38,218.8,0.05
ORD-20250594,2025-06-30,CUST-251,East,Furniture,Furnishings,1133.09,-77.64,0.05
ORD-20250595,2025-06-30,CUST-291,East,Furniture,Furnishings,41.97,-0.27,0.1
ORD-20250596,2025-06-30,CUST-276,Central,Furniture,Tables,274.47,19.57,0.0
ORD-20250597,2025-06-30,CUST-198,East,Furniture,Furnishings,1341.28,61.79,0.0
ORD-20250598,2025-07-01,CUST-135,West,Furniture,Chairs,454.61,-41.33,0.05
ORD-20250599,2025-07-01,CUST-195,South,Furniture,Bookcases,1084.46,-66.64,0.15
ORD-20250600,2025-07-01,CUST-251,East,Technology,Laptops,705.48,131.22,0.0
ORD-20250601,2025-07-02,CUST-250,West,Furniture,Furnishings,1541.55,415.16,0.1
ORD-20250602,2025-07-02,CUST-289,Central,Technology,Laptops,1715.3,198.93,0.15
ORD-20250603,2025-07-02,CUST-136,South,Furniture,Furnishings,1592.75,201.42,0.0
ORD-20250604,2025-07-03,CUST-111,Central,Furniture,Tables,501.7,3.58,0.0
ORD-20250605,2025-07-03,CUST-212,Central,Furniture,Bookcases,365.61,81.35,0.0
ORD-20250606,2025-07-03,CUST-282,Central,Office Supplies,Storage,864.49,186.52,0.05
